recipe_name,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
Bangladeshi Rice Dishes Special 81,318,49,67,32,11,11,919,32,35,11,16,19
Kacchi Biryani,628,17,77,18,7,6,565,88,5,36,16,21
Bangladeshi Rice Dishes Special 83,416,19,37,25,2,12,614,68,14,5,26,14
Kacchi Biryani,339,40,60,33,10,19,483,87,21,39,5,27
Mishti Doi,593,28,59,19,10,14,1073,36,10,40,22,10
Bangladeshi Rice Dishes Special 86,660,28,60,36,13,5,789,78,22,35,20,25
Shorshe Ilish,710,14,50,10,7,3,1285,53,9,6,8,12
Mishti Doi,658,14,31,10,5,9,602,60,6,31,24,14
Shorshe Ilish,324,22,76,16,10,5,1268,85,33,17,24,16
Mishti Doi,222,43,32,34,6,4,1451,32,12,52,9,16
Bangladeshi Rice Dishes Special 91,272,5,62,14,10,3,549,38,15,52,12,21
Chomchom,786,21,74,27,3,12,878,37,39,45,5,21
Pitha,462,25,61,34,2,15,630,0,6,45,21,23
Mishti Doi,238,22,30,29,7,19,408,74,37,47,16,31
Chomchom,756,17,49,15,6,3,853,45,6,16,24,35
Bangladeshi Rice Dishes Special 96,756,48,60,23,2,11,1490,33,17,16,25,21
Bhuna Khichuri,534,18,33,18,10,9,1297,68,33,26,7,29
Kacchi Biryani,402,22,79,21,11,14,1260,34,38,14,6,25
Rezala,169,31,56,38,10,9,315,34,16,38,29,34
Kacchi Biryani,226,31,70,22,11,12,1223,15,36,56,19,22
Shorshe Ilish,671,27,51,31,4,3,1344,30,38,44,21,25
Bangladeshi Rice Dishes Special 102,698,11,45,22,4,12,384,71,37,5,26,10
Bhuna Khichuri,472,38,36,38,3,17,1237,42,36,42,23,34
Bangladeshi Rice Dishes Special 104,357,23,57,34,2,19,1059,47,30,13,26,32
Rezala,327,47,30,21,2,9,1290,63,20,59,8,12
Bangladeshi Rice Dishes Special 106,375,28,41,21,9,13,1043,0,25,16,14,38
Hilsa Fish Curry,182,25,33,15,14,18,1369,1,24,40,18,29
Hilsa Fish Curry,664,9,47,23,7,3,969,97,32,19,19,26
Rezala,752,26,59,36,5,9,1467,97,27,27,18,22
Mishti Doi,522,21,50,22,11,4,1266,86,29,55,17,17
Hilsa Fish Curry,318,48,42,39,8,14,987,1,16,18,25,31
Mishti Doi,556,17,48,29,14,13,1391,53,20,12,18,17
Chomchom,323,42,79,31,9,18,446,0,14,52,28,27
Bangladeshi Rice Dishes Special 114,640,30,78,36,13,8,965,65,32,38,17,15
Bangladeshi Rice Dishes Special 115,388,7,52,15,11,16,510,45,34,37,27,27
Rezala,303,10,65,14,14,14,327,59,13,51,27,36
Bangladeshi Rice Dishes Special 117,370,6,56,10,9,17,581,32,13,13,19,30
Rezala,713,17,76,17,8,12,871,28,23,5,11,16
Bangladeshi Rice Dishes Special 119,784,46,45,25,5,6,379,70,18,31,10,10
Bhuna Khichuri,545,46,63,31,9,10,1074,25,6,13,26,21
Mishti Doi,299,12,47,29,6,16,1106,35,14,19,10,12
Shorshe Ilish,284,41,47,38,12,6,579,15,20,7,27,38
Bangladeshi Rice Dishes Special 123,707,34,36,24,6,7,528,93,29,16,25,25
Bangladeshi Rice Dishes Special 124,679,31,63,23,11,13,627,78,35,6,27,23
Hilsa Fish Curry,726,24,57,27,11,7,1228,67,9,55,19,24
Hilsa Fish Curry,161,15,61,21,13,4,353,17,34,44,11,12
Kacchi Biryani,304,44,36,25,12,17,517,0,10,30,10,24
Pitha,543,27,64,20,9,9,283,64,21,48,14,23
Shorshe Ilish,755,22,46,29,3,6,753,60,15,51,15,33
Kacchi Biryani,169,11,42,16,10,2,906,38,39,28,7,31
Mishti Doi,186,20,45,31,14,7,1112,95,33,9,20,15
Bangladeshi Rice Dishes Special 132,257,30,55,18,4,8,481,82,14,29,17,25
Pitha,319,22,35,24,13,8,474,43,15,46,14,25
Shorshe Ilish,530,20,68,17,9,5,595,75,24,43,16,37
Shorshe Ilish,161,39,49,23,12,10,499,96,33,5,5,23
Hilsa Fish Curry,520,12,30,22,9,17,589,17,33,36,28,24
Rezala,434,44,38,20,8,18,327,0,30,43,17,26
Hilsa Fish Curry,325,32,67,21,12,6,1261,18,15,30,7,32
Bangladeshi Rice Dishes Special 139,447,22,68,23,6,9,831,20,30,14,14,37
Pitha,234,46,59,31,11,12,852,9,10,30,5,18
Hilsa Fish Curry,566,16,54,14,11,8,586,10,39,13,7,10
Mishti Doi,667,38,61,16,8,13,270,5,25,20,23,32
Pitha,568,27,35,17,10,9,1121,32,15,22,18,37
Hilsa Fish Curry,686,32,32,39,13,16,904,0,20,40,23,10
Hilsa Fish Curry,227,27,45,22,2,12,1419,12,8,46,9,23
Shorshe Ilish,232,32,39,28,7,10,755,59,14,44,12,18
Shorshe Ilish,615,14,49,26,11,5,240,50,36,57,23,28
Shorshe Ilish,290,37,35,33,12,6,663,3,13,40,8,10
Mishti Doi,670,22,70,38,2,14,911,85,10,20,20,17
Bangladeshi Rice Dishes Special 150,742,11,61,17,10,8,1062,53,24,15,6,23
Bangladeshi Rice Dishes Special 151,606,49,66,22,8,9,960,45,39,49,29,32
Rezala,753,34,31,30,5,9,491,57,32,27,11,18
Hilsa Fish Curry,721,6,37,19,12,3,774,63,22,53,9,31
Bhuna Khichuri,775,23,78,31,6,4,844,53,8,21,28,11
Bangladeshi Rice Dishes Special 155,692,43,74,21,12,14,333,69,18,39,29,39
Hilsa Fish Curry,410,21,76,19,3,7,779,12,37,51,17,19
Shorshe Ilish,503,45,45,31,4,5,1259,0,31,44,6,34
Bhuna Khichuri,481,11,73,20,5,11,578,47,36,50,27,13
Mishti Doi,188,46,72,32,7,7,507,85,16,18,10,39
Bangladeshi Rice Dishes Special 160,477,42,49,31,13,15,1028,65,27,48,6,19
Bangladeshi Rice Dishes Special 161,369,23,30,25,3,11,745,78,21,48,23,32
Bhuna Khichuri,780,39,46,39,11,13,204,0,32,53,13,39
Pitha,769,47,79,28,5,2,1108,15,26,21,19,13
Bangladeshi Rice Dishes Special 164,745,17,79,13,14,4,1016,0,9,48,16,17
Bangladeshi Rice Dishes Special 165,778,29,71,35,2,4,492,89,18,19,10,24
Bangladeshi Rice Dishes Special 166,332,12,68,27,11,7,894,0,19,51,26,13
Pitha,485,37,50,37,2,15,1121,38,33,23,12,37
Hilsa Fish Curry,314,32,42,37,9,6,1039,99,11,47,22,36
Bangladeshi Rice Dishes Special 169,691,46,42,26,12,2,1126,62,36,40,25,10
Bangladeshi Rice Dishes Special 170,395,43,51,23,14,6,888,19,27,47,14,33
Bangladeshi Rice Dishes Special 171,670,28,79,19,9,3,519,46,27,17,13,23
Hilsa Fish Curry,509,15,50,19,12,2,607,35,8,11,11,33
Rezala,478,22,74,31,8,18,1399,62,25,21,14,17
Bhuna Khichuri,342,39,31,31,12,4,1247,10,39,16,21,13
Hilsa Fish Curry,402,25,41,16,6,11,1175,38,23,35,7,24
Bangladeshi Rice Dishes Special 176,706,34,73,33,11,8,919,73,23,26,23,30
Rezala,178,30,65,20,8,18,602,28,18,12,17,23
Chomchom,373,19,74,14,10,3,233,69,31,49,26,23
Bangladeshi Rice Dishes Special 179,404,18,56,29,14,11,851,71,31,17,9,34
Hilsa Fish Curry,783,7,35,21,3,8,523,75,19,53,12,15
Chomchom,378,9,78,19,7,18,1080,0,18,38,10,20
Hilsa Fish Curry,202,38,43,26,10,3,320,1,9,34,29,21
Rezala,434,28,30,36,5,6,320,50,37,13,23,28
Bangladeshi Rice Dishes Special 184,519,7,74,29,8,10,332,0,30,36,8,19
Bangladeshi Rice Dishes Special 185,587,39,40,22,6,4,1415,56,7,28,14,21
Kacchi Biryani,307,42,75,17,4,17,1192,16,27,55,27,20
Shorshe Ilish,393,32,49,25,5,12,1375,65,19,53,16,29
Rezala,404,17,38,19,11,3,728,27,33,5,6,30
Bangladeshi Rice Dishes Special 189,303,12,76,20,14,2,841,45,9,20,18,15
Mishti Doi,749,49,45,15,5,7,739,96,20,21,26,33
Bangladeshi Rice Dishes Special 191,797,13,56,23,11,12,1212,23,11,39,20,21
Bangladeshi Rice Dishes Special 192,464,29,30,26,3,12,986,23,30,55,20,14
Kacchi Biryani,674,29,57,19,8,18,1206,53,8,36,14,35
Kacchi Biryani,367,18,43,10,5,11,574,0,30,27,17,25
Bangladeshi Rice Dishes Special 195,289,7,52,20,3,4,225,60,35,41,6,27
Bangladeshi Rice Dishes Special 196,522,33,31,34,14,8,1273,21,13,23,11,16
Rezala,668,24,48,29,6,18,834,57,9,40,10,30
Hilsa Fish Curry,463,38,38,35,4,7,569,4,35,15,23,27
Bangladeshi Rice Dishes Special 199,467,36,33,20,9,18,327,72,14,51,5,30
Bangladeshi Rice Dishes Special 200,155,16,71,13,8,13,1074,18,15,21,25,24
Bangladeshi Rice Dishes Special 201,565,32,76,19,11,19,752,17,10,10,18,16
Bangladeshi Rice Dishes Special 202,579,43,67,18,7,8,1290,78,8,32,15,27
Shorshe Ilish,525,15,60,14,3,12,1179,73,17,18,17,21
Pitha,333,23,70,33,14,17,492,35,23,29,22,36
Bhuna Khichuri,272,14,72,13,12,5,1316,91,18,40,10,15
Mishti Doi,436,43,77,27,13,18,1030,0,39,12,18,22
Pitha,245,28,74,25,5,16,1313,20,5,54,16,21
Bhuna Khichuri,192,21,34,38,5,11,614,51,29,45,5,12
Mishti Doi,307,30,34,22,2,16,1100,96,10,55,26,24
Chomchom,227,5,46,21,12,15,1267,82,17,32,14,14
Mishti Doi,227,49,45,17,9,18,1198,0,35,40,8,34
Rezala,697,37,73,19,9,17,624,33,31,27,25,28
Bangladeshi Rice Dishes Special 213,214,6,46,27,7,3,974,10,19,6,17,31
Rezala,413,25,61,36,4,2,1060,88,17,20,15,19
Kacchi Biryani,563,43,51,20,8,13,894,34,10,5,11,37
Bhuna Khichuri,343,38,53,36,11,3,537,0,14,7,14,19
Mishti Doi,701,33,43,26,12,6,1046,34,32,49,21,15
Shorshe Ilish,389,10,52,23,8,17,1363,48,19,36,28,31
Bangladeshi Rice Dishes Special 219,156,48,44,38,14,8,1002,69,18,22,7,39
Bangladeshi Rice Dishes Special 220,416,48,73,22,8,18,560,77,25,26,11,29
Bangladeshi Rice Dishes Special 221,285,18,33,25,7,9,750,44,14,18,20,26
Shorshe Ilish,314,25,70,32,10,18,392,42,28,32,24,24
Rezala,334,24,50,21,8,10,1009,94,23,45,6,24
Rezala,262,27,47,28,9,15,1088,65,30,12,14,10
Bangladeshi Rice Dishes Special 225,200,40,69,38,6,16,1050,0,6,38,11,10
Rezala,561,44,33,39,2,15,1341,34,11,58,16,23
Mishti Doi,796,39,38,15,2,16,1235,64,12,24,28,16
Mishti Doi,704,6,68,28,9,3,305,80,8,16,23,17
Mishti Doi,269,13,32,29,10,5,909,68,37,8,10,35
Pitha,463,33,35,21,12,14,1294,14,38,45,12,15
Bangladeshi Rice Dishes Special 231,520,36,50,39,13,19,985,0,39,50,27,23
Bangladeshi Rice Dishes Special 232,672,45,62,27,14,19,954,30,9,17,15,14
Shorshe Ilish,156,42,69,29,11,5,1280,0,26,56,23,28
Pitha,799,42,68,20,8,19,987,3,20,53,11,32
Hilsa Fish Curry,235,23,40,35,2,3,1475,32,30,47,7,27
Shorshe Ilish,722,16,40,16,2,5,836,60,24,9,7,10
Hilsa Fish Curry,671,10,73,17,10,8,1054,36,6,9,27,26
Kacchi Biryani,206,24,79,28,8,12,1308,12,32,44,18,20
Bangladeshi Rice Dishes Special 239,324,26,68,24,12,5,1193,0,17,24,15,30
Pitha,618,47,30,33,6,10,1211,19,15,34,7,32
Hilsa Fish Curry,286,48,42,30,13,2,1178,41,33,46,13,27
Pitha,333,18,68,11,14,19,1450,0,36,57,28,34
Bangladeshi Rice Dishes Special 243,500,17,69,16,5,8,797,18,17,52,26,21
Bangladeshi Rice Dishes Special 244,560,17,40,26,3,19,244,7,33,54,10,33
Pitha,255,41,44,26,5,4,572,14,29,28,20,30
Hilsa Fish Curry,708,21,36,36,4,9,454,72,16,52,12,14
Bangladeshi Rice Dishes Special 247,158,12,31,17,2,13,264,74,19,41,25,15
Mishti Doi,193,12,52,19,5,15,1479,24,21,15,21,38
Shorshe Ilish,510,15,75,19,14,12,709,66,32,55,9,38
Mishti Doi,344,48,40,30,9,8,1482,85,22,28,24,31
Kacchi Biryani,458,9,47,18,11,15,597,78,30,41,8,35
Bangladeshi Rice Dishes Special 252,653,35,65,22,6,4,1011,94,24,11,24,11
Bangladeshi Rice Dishes Special 253,704,11,57,29,2,9,269,64,27,25,27,12
Pitha,686,24,55,32,4,2,1248,92,7,26,16,13
Mishti Doi,560,25,45,35,5,7,400,45,21,17,26,14
Rezala,693,34,36,22,9,6,759,67,12,48,21,33
Chomchom,231,31,59,28,2,13,300,2,37,44,28,25
Chomchom,726,8,67,19,13,15,550,20,37,45,18,26
Pitha,265,35,49,33,13,17,1136,35,39,27,24,32
Pitha,198,35,30,36,12,3,267,91,32,6,16,21
Shorshe Ilish,421,34,68,35,5,17,1483,36,28,27,18,10
Bangladeshi Rice Dishes Special 262,433,46,44,20,13,16,822,22,11,20,23,28
Rezala,716,12,47,14,12,16,712,62,10,52,6,10
Mishti Doi,332,45,55,15,8,19,1462,72,20,23,13,35
Bhuna Khichuri,382,43,33,31,6,17,752,75,39,12,29,36
Bangladeshi Rice Dishes Special 266,465,6,74,14,5,7,828,42,11,41,6,35
Hilsa Fish Curry,245,21,54,16,4,4,331,3,26,35,15,39
Shorshe Ilish,537,24,47,20,14,3,461,18,36,22,17,17
Mishti Doi,469,23,43,23,13,13,623,78,22,37,26,36
Mishti Doi,724,38,36,38,13,13,1476,43,11,18,20,12
Pitha,705,27,47,26,12,11,1028,57,36,57,6,30
Rezala,600,45,67,33,3,8,975,59,12,25,21,28
Rezala,443,37,66,23,11,15,516,55,12,56,17,17
Bangladeshi Rice Dishes Special 274,459,33,42,18,3,5,527,35,27,31,13,16
Shorshe Ilish,721,27,79,17,5,6,632,11,15,51,5,18
Mishti Doi,627,25,35,22,13,2,1141,38,23,10,23,36
Rezala,336,24,39,37,11,2,739,56,19,20,18,21
Bhuna Khichuri,431,6,73,13,3,6,849,48,23,18,14,30
Rezala,623,12,60,24,4,8,998,0,17,22,13,24
Pitha,339,29,73,30,5,16,512,39,12,59,5,11
Hilsa Fish Curry,775,40,36,39,8,10,660,77,25,43,13,12
Bangladeshi Rice Dishes Special 282,281,36,45,23,3,9,442,0,30,21,14,14
Kacchi Biryani,651,34,63,18,6,2,565,17,22,16,5,38
Shorshe Ilish,632,46,45,38,9,11,545,29,22,57,22,32
Pitha,512,26,67,17,9,5,655,50,11,7,7,10
Pitha,317,41,31,36,2,11,1412,47,5,16,17,29
Kacchi Biryani,293,20,38,21,12,6,619,45,32,5,10,25
Bangladeshi Rice Dishes Special 288,724,23,73,31,3,11,1002,37,31,55,17,37
Shorshe Ilish,268,14,37,22,11,13,1479,72,13,58,29,32
Kacchi Biryani,614,9,62,14,9,8,1347,84,18,33,7,38
Bangladeshi Rice Dishes Special 291,586,45,62,33,3,2,859,71,25,6,18,27
Rezala,555,11,31,16,14,13,448,23,5,31,28,13
Bhuna Khichuri,291,30,41,34,11,5,700,0,17,31,14,13
Chomchom,156,32,69,37,9,8,616,8,23,56,27,23
Bhuna Khichuri,522,10,64,15,12,5,1088,46,21,54,15,39
Bhuna Khichuri,513,24,65,35,12,17,712,28,5,32,9,16
Pitha,629,16,32,12,4,14,1465,54,22,46,8,22
Bhuna Khichuri,324,7,51,13,2,17,1465,91,21,58,18,16
Rezala,153,21,79,37,3,19,647,24,28,8,26,10
Chomchom,746,35,49,33,13,16,599,30,37,42,6,20
Bangladeshi Desserts Special 1,285,25,58,32,13,8,1305,77,17,51,29,12
Bangladeshi Desserts Special 2,413,8,33,13,3,7,615,27,9,7,11,19
Bangladeshi Desserts Special 3,685,35,31,17,14,2,518,53,5,16,7,35
Bangladeshi Desserts Special 4,674,34,71,30,9,4,249,65,29,14,19,21
Chomchom,301,33,32,26,8,3,503,0,11,41,22,28
Bangladeshi Desserts Special 6,529,36,79,35,2,4,1265,33,5,31,10,33
Bhuna Khichuri,253,30,37,32,13,16,1009,78,34,23,11,38
Bangladeshi Desserts Special 8,736,7,64,29,7,10,753,0,37,54,22,18
Bhuna Khichuri,598,42,40,20,5,11,785,94,33,41,8,14
Hilsa Fish Curry,701,44,33,18,4,19,605,97,22,24,8,12
Bangladeshi Desserts Special 11,411,25,30,26,13,7,609,2,25,9,7,20
Bangladeshi Desserts Special 12,447,11,52,26,3,16,1018,32,18,13,5,37
Bangladeshi Desserts Special 13,541,26,38,31,7,2,425,10,14,52,8,34
Kacchi Biryani,265,41,56,19,9,7,575,4,8,36,17,19
Bangladeshi Desserts Special 15,389,48,78,15,9,12,1180,35,33,20,29,20
Mishti Doi,175,19,54,12,6,9,1150,19,38,37,13,37
Bhuna Khichuri,717,37,62,39,7,3,597,90,6,6,26,23
Bangladeshi Desserts Special 18,497,8,78,29,6,9,451,80,36,13,22,29
Bhuna Khichuri,780,19,68,16,2,19,531,12,6,30,6,39
Kacchi Biryani,771,45,62,30,5,4,900,39,33,41,22,14
Rezala,714,43,44,38,13,17,1352,10,38,42,21,37
Mishti Doi,170,9,60,14,3,8,641,80,6,30,5,36
Rezala,691,45,74,17,4,5,368,40,5,34,7,38
Mishti Doi,405,22,57,31,13,7,899,11,19,20,17,14
Bangladeshi Desserts Special 25,603,27,73,24,2,6,203,63,29,52,18,25
Shorshe Ilish,655,26,56,29,10,10,212,5,39,29,17,10
Chomchom,253,41,51,25,3,8,1018,18,16,46,13,30
Bhuna Khichuri,272,21,69,38,7,4,373,56,31,45,23,13
Rezala,749,41,36,39,9,14,739,69,35,35,9,30
Mishti Doi,776,46,52,37,3,5,1232,22,39,11,17,10
Bangladeshi Desserts Special 31,769,18,59,20,7,12,1336,87,38,34,12,20
Pitha,413,5,30,22,4,13,1420,89,27,30,11,13
Bangladeshi Desserts Special 33,232,29,46,15,11,13,1301,35,32,13,23,18
Bangladeshi Desserts Special 34,601,33,65,20,13,8,1025,52,7,46,12,14
Rezala,438,41,33,33,2,14,597,61,9,38,24,39
Bangladeshi Desserts Special 36,468,10,64,23,7,18,388,31,7,18,17,12
Hilsa Fish Curry,617,26,45,29,8,16,1061,57,9,19,19,34
Shorshe Ilish,435,39,41,29,9,17,208,11,23,30,10,18
Bangladeshi Desserts Special 39,547,5,53,16,13,16,784,89,27,52,25,21
Bhuna Khichuri,658,36,70,27,3,4,1345,0,14,15,17,23
Mishti Doi,467,29,59,17,6,19,539,74,18,57,15,39
Shorshe Ilish,728,33,47,38,2,10,1356,8,9,16,14,24
Rezala,614,21,68,16,5,19,1311,89,37,27,14,32
Rezala,182,16,70,16,2,12,1145,83,11,28,13,35
Kacchi Biryani,786,18,34,29,10,12,623,39,12,44,5,37
Mishti Doi,551,14,32,19,11,14,1181,36,22,42,8,31
Pitha,270,32,76,38,5,4,954,96,16,48,6,15
Hilsa Fish Curry,661,34,53,18,13,3,481,89,27,9,12,24
Chomchom,296,48,75,16,10,11,746,0,28,41,29,19
Kacchi Biryani,741,15,78,17,2,5,341,59,35,15,19,14
Hilsa Fish Curry,770,36,48,28,11,12,979,0,18,52,7,17
Hilsa Fish Curry,417,8,73,21,12,18,481,32,29,37,29,27
Kacchi Biryani,396,15,48,27,13,6,601,93,5,9,22,11
Bhuna Khichuri,594,41,34,21,8,13,1122,2,14,22,14,11
Mishti Doi,405,42,68,19,10,9,939,16,35,53,22,16
Rezala,323,24,76,25,12,2,1457,96,23,20,8,38
Kacchi Biryani,292,30,42,24,6,15,1365,0,10,28,22,37
Bangladeshi Desserts Special 58,449,48,70,39,14,2,1396,11,18,42,28,11
Bhuna Khichuri,525,6,31,24,11,9,701,55,39,45,18,27
Mishti Doi,500,43,68,27,6,10,391,16,6,36,16,35
Rezala,401,30,60,22,9,13,1388,97,7,17,14,39
Rezala,330,43,62,34,7,11,482,61,38,51,11,21
Chomchom,189,22,46,28,9,14,458,48,13,49,5,38
Hilsa Fish Curry,619,47,37,26,11,18,917,54,14,9,23,38
Bangladeshi Desserts Special 65,359,32,79,39,8,18,1061,3,29,33,8,22
Bhuna Khichuri,335,44,37,19,4,4,1392,15,20,30,10,30
Chomchom,291,10,66,18,4,18,850,98,23,25,21,28
Mishti Doi,211,22,48,19,9,2,295,0,17,18,5,11
Bangladeshi Desserts Special 69,428,30,54,26,8,6,885,45,23,5,14,14
Rezala,559,43,72,21,14,6,718,76,8,22,25,13
Bangladeshi Desserts Special 71,236,25,48,21,13,14,865,36,34,53,21,18
Shorshe Ilish,433,6,55,26,5,17,1086,73,36,28,10,21
Shorshe Ilish,680,6,37,11,11,8,777,44,39,24,12,26
Shorshe Ilish,349,30,30,38,9,2,247,37,16,10,12,24
Bangladeshi Desserts Special 75,159,11,70,17,6,3,874,3,13,59,18,11
Pitha,204,48,45,17,10,6,277,51,39,38,28,20
Chomchom,749,23,57,22,2,6,971,0,25,20,10,15
Bhuna Khichuri,426,33,61,21,11,19,1124,45,22,7,13,17
Shorshe Ilish,779,20,69,31,3,13,866,41,29,57,13,29
Bangladeshi Desserts Special 80,321,5,76,15,11,11,1444,51,36,32,14,16
Bangladeshi Desserts Special 81,694,28,35,30,5,7,628,88,27,25,6,35
Bangladeshi Desserts Special 82,219,34,37,16,7,11,282,86,20,16,14,30
Bhuna Khichuri,343,20,48,19,2,3,528,15,32,24,22,38
Kacchi Biryani,338,20,70,16,14,18,568,23,7,15,16,19
Bhuna Khichuri,159,36,68,33,2,11,690,27,30,23,16,20
Rezala,780,13,67,20,4,5,1297,79,15,57,19,18
Bangladeshi Desserts Special 87,756,24,44,33,13,13,1126,25,23,51,17,30
Bangladeshi Desserts Special 88,563,44,77,36,6,4,649,41,13,38,19,26
Pitha,193,8,52,14,5,7,229,30,23,45,28,10
Hilsa Fish Curry,310,14,59,15,14,3,367,41,30,38,26,12
Shorshe Ilish,623,42,49,28,6,8,492,91,26,20,21,12
Hilsa Fish Curry,691,40,31,19,2,13,866,68,11,43,18,37
Mishti Doi,726,34,48,31,13,8,1178,56,26,27,14,34
Chomchom,320,5,39,19,11,2,866,45,22,44,17,36
Bangladeshi Desserts Special 95,203,38,55,31,5,2,925,9,18,42,23,29
Kacchi Biryani,786,38,50,36,5,9,956,93,24,51,14,23
Chomchom,323,10,66,10,6,5,201,27,30,42,28,12
Bangladeshi Desserts Special 98,341,8,57,19,9,14,563,54,33,53,16,27
Bangladeshi Desserts Special 99,638,8,39,10,6,5,983,94,39,39,14,24
Pitha,799,31,72,29,8,12,543,23,6,44,8,27
Bangladeshi Desserts Special 101,571,5,71,25,12,9,1471,80,14,56,29,22
Shorshe Ilish,284,8,55,11,6,11,1332,81,9,10,16,36
Hilsa Fish Curry,155,49,52,32,2,17,903,57,33,38,11,15
Pitha,706,21,78,24,11,11,721,79,34,28,14,11
Pitha,405,33,30,39,2,10,765,3,18,54,11,35
Bangladeshi Desserts Special 106,619,25,35,26,3,12,1439,11,15,24,29,19
Hilsa Fish Curry,253,6,54,28,3,6,572,40,13,45,16,24
Kacchi Biryani,294,43,51,23,10,14,1004,83,38,9,29,16
Pitha,320,9,49,21,4,10,428,82,31,17,11,36
Bhuna Khichuri,319,34,39,21,14,5,723,3,5,54,15,15
Bangladeshi Desserts Special 111,197,48,71,29,4,11,459,63,24,39,17,36
Shorshe Ilish,612,43,33,17,2,5,629,44,28,57,9,34
Shorshe Ilish,708,39,71,26,6,3,326,9,37,30,10,26
Mishti Doi,232,47,74,32,6,14,456,41,38,23,27,25
Pitha,352,37,79,35,12,4,1001,52,29,17,20,25
Mishti Doi,351,23,31,38,10,19,1328,74,6,30,24,28
Chomchom,695,14,40,21,13,18,1032,75,31,55,29,33
Bangladeshi Desserts Special 118,350,33,40,16,5,2,407,12,5,46,11,13
Rezala,523,11,64,14,10,11,1226,13,23,13,21,33
Bangladeshi Desserts Special 120,750,31,73,24,14,13,1277,69,10,9,11,23
Chomchom,165,32,39,35,12,7,805,17,34,16,23,16
Shorshe Ilish,380,33,59,37,5,9,1351,27,34,5,21,18
Chomchom,244,39,57,17,2,17,1339,77,35,14,13,32
Chomchom,731,35,49,19,14,4,1255,62,24,26,14,16
Pitha,246,45,62,17,5,19,508,57,10,15,25,12
Chomchom,345,30,56,38,9,2,206,33,20,13,25,28
Pitha,209,8,63,20,11,6,518,22,39,46,27,14
Bangladeshi Desserts Special 128,799,22,52,29,11,11,483,2,9,28,26,11
Bangladeshi Desserts Special 129,408,14,41,20,10,9,979,99,15,39,19,16
Bhuna Khichuri,513,36,66,23,10,19,1113,89,10,7,6,16
Hilsa Fish Curry,401,27,78,30,13,14,1054,9,14,20,20,23
Pitha,457,48,61,39,5,7,565,59,30,18,14,20
Shorshe Ilish,770,35,63,35,6,12,757,93,34,59,21,11
Shorshe Ilish,276,43,47,23,5,16,556,22,38,38,23,36
Pitha,306,17,41,17,6,6,527,50,18,49,7,16
Bhuna Khichuri,736,35,44,18,4,12,909,0,34,37,12,15
Bangladeshi Desserts Special 137,550,14,51,17,11,12,593,62,36,47,7,12
Bhuna Khichuri,265,10,70,23,10,18,452,5,31,8,21,39
Pitha,707,37,68,15,2,4,752,45,38,11,23,19
Shorshe Ilish,205,41,66,37,2,17,1189,86,33,23,14,22
Bhuna Khichuri,184,28,55,20,5,5,375,0,16,21,18,19
Chomchom,277,39,39,31,12,17,484,0,22,19,18,13
Bhuna Khichuri,418,44,30,39,3,4,773,34,31,45,29,23
Rezala,234,30,54,30,3,14,751,43,31,9,27,10
Shorshe Ilish,666,31,78,26,9,17,1470,26,22,27,18,31
Bhuna Khichuri,597,15,60,25,5,15,933,0,26,17,16,26
Shorshe Ilish,751,15,36,22,12,3,461,33,5,24,20,19
Shorshe Ilish,624,12,39,13,9,4,1308,72,11,32,16,25
Pitha,639,32,55,36,8,7,1044,51,14,14,15,23
Mishti Doi,462,24,73,33,3,3,400,59,13,36,25,35
Shorshe Ilish,548,32,30,38,7,8,769,0,36,36,29,29
Bangladeshi Desserts Special 152,769,41,30,34,5,16,938,11,10,42,23,15
Shorshe Ilish,731,5,39,11,5,18,323,13,18,44,9,24
Pitha,316,44,66,27,11,9,489,88,28,54,8,33
Bangladeshi Desserts Special 155,459,16,34,15,6,3,865,39,16,52,18,31
Bhuna Khichuri,431,36,48,32,12,6,442,49,19,35,25,28
Bhuna Khichuri,742,27,56,17,13,12,793,0,27,17,15,12
Bangladeshi Desserts Special 158,578,36,62,25,8,11,698,39,20,22,18,32
Chomchom,778,28,51,28,6,19,379,62,5,35,20,29
Kacchi Biryani,542,45,52,29,13,15,1332,13,34,35,5,22
Bangladeshi Desserts Special 161,684,38,53,29,14,2,901,0,31,36,13,29
Bangladeshi Desserts Special 162,592,24,56,15,7,15,1037,62,27,53,5,21
Hilsa Fish Curry,276,44,61,34,6,11,436,49,39,28,10,27
Hilsa Fish Curry,224,20,61,33,10,3,1180,69,28,31,9,11
Bangladeshi Desserts Special 165,486,33,64,27,8,2,688,74,35,25,24,11
Bangladeshi Desserts Special 166,699,31,51,20,12,10,538,54,35,43,29,12
Shorshe Ilish,465,39,35,32,2,12,830,81,39,12,9,35
Chomchom,539,8,50,11,5,17,559,25,11,44,18,37
Pitha,159,34,67,30,9,17,1103,45,36,56,10,38
Pitha,162,46,39,29,12,9,996,0,16,24,6,29
Bangladeshi Desserts Special 171,651,8,75,13,4,2,253,23,11,22,8,13
Mishti Doi,793,21,65,17,9,6,204,0,24,18,11,21
Bangladeshi Desserts Special 173,581,48,78,33,5,9,464,87,25,34,13,36
Bangladeshi Desserts Special 174,650,8,39,15,9,10,478,67,16,48,20,38
